,Title,Rating,Content
519,Now I understand what audio resolution is.,5,"This is by far one of the best speaker sets I've purchased in a long, long time. I didn't understand what audio resolution was until I started using these. The textures and layers you hear are absolutely incredible. You hear levels to music and sound that you just can't hear with cheaper speaker sets.

I highly recommend spending that little bit extra for something that's going to give you proper quality for a long time to come. I've probably spent the same amount of the past ten years on smalle"
520,Excellent value for money with great sound,5,"So much better than my previous speakers. Able to use for music and video production, easy to set up, plenty of adjustment for sound and look fantastic. Build quality excellent too."
521,presonus monitors,5,excellent monitors and good quality and sound
522,Supreme sound for the money,5,"Can't beat these for the money. Great desktop speakers. Clear, crisp and rich sound in a small format."
523,Clarity and volume in a perfect bedroom studio setup,5,"Got these through earlier than expected and setting them up was easy enough. The quality is great and I am using them as studio monitors to great effect. The only drawback is the plug is for US plugs, so you'll need an adaptor, but the controls work, and it does what it says on the tin. Really excited to continued use with them!"
524,Don't lose out on these,4,Watching television is like going to the cinema now. My neighbor's now know all my favourite music too. All good things come in little packages. Should have bought them years ago.
525,Excellent,5,Excellent for my small studio set up
526,Fantastic,5,Cannot tell you how brilliant these monitors are. Am creating my own studio and these fit the bill despite me not knowing anything about them. Top quality for the money!!!
527,Sound great,5,"Small, easy to install, but sound great. Great price for a good sound"
528,Love them... Little bargain,5,Versus the cost these are a no brainer monitor solution. I'm using them in my lounge as output from a guitar effects board... And they sound great to me. I'm sure if you want to to and splash thousands you could find a little better... But I highly recommend these... Bargain!!!
529,Tiny with power,5,"Well I wasn’t expecting anything good for those little ones. And i was wrong. They play well and clear look lovely, headphone jack at the front with volume button as well. Good design, can’t complain for money paid and they match my new computer setup, nzxt h210 with xiaomi 34” ultrawide. Just stunning"
530,Excellent value for money.,5,Exactly value for money.
531,Died after 4 months,1,Just went down to my office this morning and noticed that the speaker has stopped working. Just won't turn on. I've plugged it into different outlets and still won't work. Also please be aware that they send it out with a 2 pin euro plug instead of a 3 pin UK one. So had to use an adapter. Very disappointed with this purchase.
532,Exactly what I was looking for!,5,"Sounds good and looks good. Fast delivery and basically exactly what i was looking for. Hopefully once I’m earning a little more dosh, i can upgrade!"
533,VERY LOUD AND GR8 QUALITY!,5,Great Speakers would recommend
534,Presonus Eris 4.5,5,My first studio monitors.Sound quality great.Happy with purchase
535,Speakers connect with magic apparently.,1,"This will be the First and Last time we ever buy any of this companies products. For the sheer fact that we got a product with no power cables or speaker cables or anything of any kind. Just 2 speakers in a box. Might be nice if you include that in the product description so that people can order the needed cables and speaker wires. Unless of course your buying a big flashy paperweight.

And sound quality and value for money is so low. Because we cant use the speakers due to the previously menti"
